throughput,airtime,rssi,interference,performance_score
0.126976,0.11079333333333334,0.08107222,0.16186000000000003,0.4807015533333333
0.100352,0.12378000000000002,0.09617222,0.15185666666666667,0.47216088666666667
0.09688,0.16269666666666668,0.08373333,0.15361999999999998,0.49692999666666665
0.104736,0.11078400000000002,0.09092778,0.15381333333333336,0.46026111333333336
0.136192,0.11155000000000001,0.09339444,0.15899333333333335,0.5001297733333333
0.136192,0.11832666666666668,0.0933,0.15616666666666668,0.5039853333333333
0.090768,0.189495,0.08933333,0.15179333333333334,0.5213896633333333
0.136192,0.13887,0.09310556,0.1534466666666667,0.5216142266666668
0.093632,0.13147333333333333,0.08670556,0.15366666666666667,0.46547756
0.073424,0.08548999999999998,0.08722222,0.1555,0.40163622
0.089344,0.09944857142857141,0.08372778,0.15557333333333334,0.4280936847619048
0.080368,0.14908333333333335,0.08013889,0.15353333333333335,0.4631235566666667
0.105296,0.1159575,0.08963889,0.15825333333333336,0.4691457233333334
0.083968,0.0815325,0.08596111,0.15880666666666665,0.41026827666666665
0.083232,0.11245000000000001,0.08727778,0.15367333333333333,0.4366331133333333
0.09504,0.1464533333333333,0.08817778,0.15347333333333335,0.4831444466666666
0.088064,0.075684,0.0807,0.16033333333333336,0.4047813333333333
0.081264,0.146635,0.08512222,0.15360666666666667,0.46662788666666666
0.093472,0.13807333333333335,0.09037778,0.15509333333333333,0.47701644666666665
0.08192,0.08798,0.08299444,0.1582066666666667,0.41110110666666666
0.069632,0.08312111111111112,0.08196111,0.1578866666666667,0.3926008877777778
0.060224,0.06557999999999999,0.07548889,0.1589866666666667,0.36027955666666667
0.045376,0.09823500000000003,0.08694444,0.15129333333333334,0.3818487733333334
0.097056,0.13722571428571426,0.08516111,0.15530666666666665,0.4747494909523809
0.046288,0.068606,0.08798889,0.15412000000000003,0.35700289
0.072928,0.10208666666666667,0.07291111,0.16016666666666668,0.4080924433333334
0.1228,0.12866285714285716,0.09711667,0.15588000000000002,0.5044595271428571
0.073536,0.08278555555555554,0.08141667,0.15806,0.39579822555555555
0.076768,0.112632,0.08476667,0.15393999999999997,0.42810666999999997
0.080128,0.11246400000000001,0.08394444,0.15370666666666669,0.43024310666666665
0.111616,0.150672,0.10332222,0.15248000000000003,0.51809022
0.100176,0.12420666666666672,0.08281667,0.15600000000000003,0.46319933666666674
0.120832,0.11538999999999999,0.09085,0.15732000000000002,0.484392
0.062736,0.05861000000000002,0.10183889,0.14933333333333335,0.3725182233333334
0.104368,0.15348333333333333,0.09606667,0.15205333333333332,0.5059713366666667
0.083712,0.19346666666666668,0.09137222,0.14973333333333336,0.5182842200000001
0.13312,0.16165857142857143,0.09237778,0.15533333333333335,0.5424896847619048
0.09216,0.12810666666666667,0.08360556,0.15230666666666665,0.45617889333333334
0.060352,0.08346400000000001,0.09366667,0.15227666666666667,0.3897593366666667
0.094208,0.08530750000000001,0.08694444,0.15749666666666667,0.4239566066666667
0.13472,0.15701428571428572,0.08943333,0.15535333333333337,0.536520949047619
0.070272,0.06606000000000002,0.09479444,0.15188666666666667,0.38301310666666666
0.119328,0.187265,0.10126111,0.15188000000000001,0.55973411
0.061824,0.066475,0.09813333,0.1507666666666667,0.3771989966666667
0.110752,0.14970000000000006,0.09105,0.15564666666666668,0.5071486666666668
0.146848,0.182954,0.09468889,0.15453333333333333,0.5790242233333334
0.1068,0.09456857142857146,0.09912778,0.14972,0.4502163514285714
0.105152,0.14725,0.08412778,0.15390666666666666,0.49043644666666664
0.101008,0.10280666666666669,0.07932778,0.1575266666666667,0.4406691133333334
0.137216,0.10740800000000002,0.07943333,0.16060666666666668,0.4846639966666667
0.059344,0.06669285714285714,0.09138889,0.1523866666666667,0.36981241380952384
0.1416,0.18991499999999997,0.10017222,0.15184,0.58352722
0.062464,0.10548800000000001,0.07621111,0.15938666666666668,0.4035497766666667
0.092192,0.107352,0.10049444,0.1546466666666667,0.4546851066666667
0.142336,0.14269599999999996,0.0723,0.15992666666666666,0.5172586666666666
0.049552,0.08725399999999998,0.08381667,0.1543,0.37492266999999996
0.076208,0.062342222222222216,0.09406667,0.15007333333333336,0.38269022555555554
0.141072,0.18827,0.09692222,0.1519066666666667,0.5781708866666667
0.051392,0.05904857142857142,0.09351111,0.15145333333333336,0.3554050147619048
0.103456,0.09154999999999999,0.10675,0.15385333333333334,0.45560933333333337
0.076416,0.14570999999999998,0.08724444,0.14942666666666665,0.4587971066666667
0.150528,0.16249555555555556,0.08283889,0.15842666666666666,0.5542891122222222
0.117216,0.09741571428571433,0.10138889,0.1566266666666667,0.472647270952381
0.078512,0.08272285714285714,0.09101111,0.15554666666666667,0.4077926338095238
